#{"t_start": 1702543938.3092763, "env_id": null}
r,l,t
204.38,143,3538.645839
212.95,133,3540.056427
180.72,158,3541.715553
195.35,117,3543.18837
171.71,154,3544.873952
196.0,110,3546.117254
172.79,208,3548.247207
188.08,113,3549.335564
193.96,122,3550.654122
166.09,239,3552.767944
138.62,151,3554.442181
149.47,116,3555.699862
137.55,161,3557.204242
194.07,144,3558.566941
82.09,243,3567.162843
189.16,92,3568.391052
205.04,121,3569.942794
202.92,110,3571.376317
186.12,154,3573.369637
193.28,105,3574.984069
216.37,150,3576.757714
233.47,140,3578.529837
182.48,123,3580.098745
173.67,135,3581.776
233.68,151,3583.296962
204.4,84,3584.294518
139.1,146,3586.127969
154.52,177,3588.235379
128.2,99,3589.331997
267.67,110,3590.553489
164.81,89,3598.391482
159.31,176,3600.472543
125.76,150,3602.110763
231.05,168,3604.142526
143.51,114,3605.305816
201.42,93,3606.431405
212.79,142,3608.202716
197.78,149,3610.215206
173.69,179,3612.42518
191.6,126,3614.027023
255.68,126,3615.60643
145.71,223,3618.271723
165.44,134,3619.922291
171.76,116,3620.996449
127.92,149,3627.862132
141.18,140,3629.461481
186.52,104,3630.736778
207.07,94,3631.886679
234.27,135,3633.578865
131.2,205,3635.85087
204.98,127,3637.374119
127.14,224,3639.938329
202.49,158,3641.735306
168.85,117,3643.101259
149.65,121,3644.572639
132.26,225,3647.056147
157.77,162,3648.903996
178.12,162,3650.802027
179.58,92,3658.188436
206.69,130,3659.712472
156.28,132,3661.287398
201.44,113,3662.706738
199.17,107,3664.047411
159.63,127,3665.604373
255.19,110,3666.982488
270.47,151,3668.874336
166.07,175,3670.766726
215.64,134,3672.11676
193.34,129,3673.689747
214.85,126,3675.33834
210.63,138,3676.628586
188.31,125,3678.083463
207.76,110,3679.420004
178.45,150,3681.368549
158.41,125,3689.351576
186.51,98,3690.652171
96.67,210,3693.145671
208.14,122,3694.537684
278.99,133,3696.381518
146.78,168,3698.256929
192.84,196,3700.692676
180.56,168,3702.412786
228.89,118,3703.921625
211.24,128,3705.642911
174.23,162,3707.618004
248.18,120,3709.110795
130.98,201,3711.142128
140.7,117,3719.016149
182.34,163,3721.039411
187.31,126,3722.318727
136.85,171,3724.116278
237.79,127,3725.422119
232.02,112,3726.873934
270.3,79,3727.970072
277.01,142,3729.750418
254.6,145,3731.334717
155.85,109,3732.398303
155.49,177,3734.608094
174.96,212,3737.132277
191.65,161,3738.956286
215.08,118,3740.498374
287.46,113,3741.949599
221.15,103,3749.944512
265.51,135,3751.668974
213.11,140,3753.617065
181.13,127,3755.259528
185.03,150,3757.133522
196.01,118,3758.91414
144.28,105,3760.314703
221.37,134,3761.499352
108.22,247,3763.843988
179.55,121,3765.106473
178.3,122,3766.290209
208.03,153,3767.728817
180.59,174,3769.18286
199.8,208,3771.024634
222.61,147,3778.073642
193.9,136,3779.658844
200.97,111,3781.076088
144.54,183,3783.111044
237.68,139,3784.727366
204.06,110,3786.024263
224.06,152,3787.766855
189.52,129,3789.264884
209.2,168,3791.150726
207.65,111,3792.357247
252.02,144,3793.950249
141.54,141,3795.411486
126.61,182,3797.62054
226.61,136,3799.239156
260.76,128,3800.726732
159.65,188,3809.225806
265.8,101,3810.335036
189.03,98,3811.361952
176.67,156,3813.20276
192.32,144,3814.926114
226.54,121,3816.533255
181.68,132,3818.280377
195.59,137,3819.920333
216.67,111,3821.417629
250.31,105,3822.769849
193.8,110,3824.083308
135.07,102,3825.209456
193.01,118,3826.655902
231.82,184,3828.960536
269.55,92,3830.18354
176.24,161,3832.102123
284.3,112,3839.765624
187.13,139,3841.486775
166.9,105,3842.673196
246.83,120,3844.099536
157.3,170,3846.157151
259.17,113,3847.585762
209.55,129,3849.231135
46.27,353,3853.385552
200.76,192,3855.70698
214.74,132,3857.337091
205.32,124,3859.073757
154.85,205,3861.560571
173.56,132,3863.278709
156.72,232,3872.377248
214.5,127,3873.871458
192.7,160,3875.832559
191.28,271,3879.015079
221.06,145,3880.822125
233.47,107,3882.427866
277.03,93,3883.69267
140.59,110,3885.095666
251.93,121,3886.650198
193.56,160,3888.556639
240.76,71,3889.330063
208.3,112,3890.915534
219.53,108,3892.044628
227.01,131,3893.631161
221.84,93,3894.878817
94.67,289,3904.278079
196.45,117,3905.648541
193.26,143,3907.295564
226.59,125,3908.764778
185.99,143,3910.429349
166.25,170,3912.357671
216.89,100,3913.620461
210.31,225,3916.135625
172.19,151,3917.888486
244.76,115,3919.307894
290.32,133,3920.891448
176.03,167,3922.8283
221.11,189,3925.089343
130.55,121,3932.478432
232.12,132,3933.823644
219.8,153,3935.242435
171.29,299,3938.308486
160.44,232,3940.77416
215.08,160,3942.296314
113.38,245,3944.710302
187.52,143,3946.507936
160.28,152,3948.219346
225.97,101,3949.441001
198.27,150,3951.111295
135.32,270,3959.805771
225.35,86,3960.909515
221.02,168,3962.862421
233.57,110,3964.211835
150.17,110,3965.5613
171.74,171,3967.549065
248.8,108,3968.862221
237.61,128,3970.444474
247.27,139,3972.088602
228.03,98,3973.322932
143.07,200,3975.592025
221.92,178,3977.564896
103.79,279,3980.235227
225.17,194,3988.446162
256.55,198,3990.781124
198.8,131,3992.217764
130.07,165,3994.200839
205.79,132,3995.726836
220.88,131,3997.029466
94.44,298,3999.919675
189.05,131,4001.437212
239.0,120,4002.820162
225.82,122,4004.368028
213.82,144,4006.023264
246.38,112,4007.245388
252.6,110,4008.517441
213.98,114,4009.97367
181.04,187,4018.509555
192.74,154,4020.435721
225.05,84,4021.592881
249.89,115,4022.731205
228.49,124,4023.915833
182.38,122,4025.061866
191.71,237,4027.781466
212.49,152,4029.64624
207.19,183,4031.83537
171.72,161,4033.818008
170.14,201,4035.93952
222.9,113,4037.357741
267.36,136,4039.061665
201.19,113,4040.499367
232.04,113,4048.247999
261.84,95,4049.326624
275.8,93,4050.351469
184.93,130,4051.975124
130.06,199,4054.386018
180.73,142,4056.204906
261.34,130,4057.887234
217.68,121,4059.444762
195.79,122,4060.991187
244.74,153,4062.561949
201.88,247,4065.089423
230.06,139,4066.578764
194.04,195,4068.960067
247.6,117,4070.354939
224.83,116,4071.729791
261.37,184,4079.201938
182.1,160,4080.907979
219.37,88,4082.001781
203.66,111,4083.316449
239.4,136,4084.850092
220.4,90,4086.066438
176.15,149,4087.7519
199.62,125,4089.221992
152.54,104,4090.489972
179.09,128,4091.993313
110.46,244,4094.663775
189.53,114,4095.989336
231.44,134,4097.578603
206.31,120,4098.997962
119.55,273,4107.823453
234.36,113,4109.204735
252.4,145,4110.953512
240.0,133,4112.33573
253.16,113,4113.603661
224.13,134,4114.888635
189.22,131,4116.211306
250.24,145,4117.786597
222.53,121,4119.049535
282.98,104,4120.11314
200.13,235,4122.63289
232.17,127,4123.789451
263.53,125,4124.974062
278.97,124,4126.078325
190.78,137,4127.671903
238.52,139,4135.087279
196.56,165,4137.001378
235.37,132,4138.239656
271.72,133,4139.63352
221.26,119,4141.082648
181.95,100,4142.424989
254.6,144,4144.13844
228.92,180,4146.165385
265.18,129,4147.666691
157.97,128,4148.895702
245.32,99,4150.114223
198.8,95,4151.298592
189.61,149,4153.027167
262.68,147,4154.894954
262.43,165,4156.777459
182.3,156,4164.785641
111.17,206,4167.063417
153.58,116,4168.473285
249.27,123,4170.030257
210.6,110,4171.117986
306.04,85,4172.083789
237.03,128,4173.652372
178.84,110,4175.038287
200.91,112,4176.442544
168.54,219,4178.995121
264.84,137,4180.650804
229.27,193,4182.946116
179.93,151,4184.826834
279.77,114,4186.294328
163.64,246,4195.511616
248.73,108,4196.884801
175.94,129,4198.553047
237.43,189,4200.801669
261.47,144,4202.674263
256.51,112,4203.935497
256.33,119,4205.074892
192.38,184,4206.984254
192.43,121,4208.385897
288.02,98,4209.448331
210.47,134,4210.975024
242.18,105,4212.013823
230.39,95,4212.980225
228.64,132,4214.539541
249.73,128,4216.144703
183.96,169,4218.034676
238.84,116,4226.03234
187.21,171,4228.129345
259.08,115,4229.609122
230.77,105,4230.945845
204.51,167,4233.128163
134.38,247,4235.949512
172.95,243,4238.857708
252.94,78,4239.960285
213.77,186,4242.215298
232.57,165,4244.219993
255.55,127,4245.827183
237.51,193,4248.099302
254.65,119,4249.495051
202.4,210,4257.296325
234.09,203,4259.537592
216.36,110,4261.054069
223.44,117,4262.252354
182.46,128,4263.729846
221.59,101,4264.965114
269.06,156,4266.886001
279.81,150,4268.598415
259.45,125,4270.076401
240.1,178,4272.064521
285.71,108,4273.501022
201.45,134,4275.092837
280.18,95,4276.276522
248.04,104,4277.580077
222.64,197,4285.74146
222.12,92,4286.926303
241.31,102,4288.196545
245.87,151,4289.89727
258.67,171,4291.873018
272.49,110,4293.239141
254.07,143,4294.797664
261.05,85,4295.922856
219.56,90,4297.168734
249.93,158,4298.715683
233.46,121,4300.035204
179.67,124,4301.478472
176.29,113,4302.892467
183.95,149,4304.661519
244.68,136,4306.333257
164.78,199,4308.794596
227.58,148,4316.663525
215.17,177,4318.911763
271.01,89,4319.829472
272.72,97,4321.021068
261.09,122,4322.476319
210.02,218,4324.732101
212.58,119,4326.141399
277.0,127,4327.405526
241.6,103,4328.491053
275.13,117,4329.575604
273.04,126,4330.893136
211.38,138,4332.404725
251.26,144,4333.925501
300.72,108,4335.342693
294.57,91,4336.571095
242.1,189,4338.937635
246.62,142,4346.91626
224.17,182,4349.175474
255.02,97,4350.474145
229.16,176,4352.632655
242.56,102,4353.980197
212.43,224,4356.761634
249.17,157,4358.670684
269.55,121,4360.228388
235.04,157,4362.282736
242.36,84,4363.446711
272.65,131,4365.095597
222.18,146,4366.894962
242.83,91,4368.107582
225.12,130,4369.873987
194.83,99,4371.361988
253.81,95,4379.152823
260.58,132,4380.818052
222.49,106,4382.231896
295.65,131,4383.863472
216.92,191,4385.980229
158.72,224,4388.441866
258.73,152,4390.053853
264.01,130,4391.342484
188.53,261,4393.832785
169.97,101,4394.818839
216.4,100,4395.904679
222.6,120,4397.308172
240.62,126,4398.775756
242.57,127,4400.279086
256.95,114,4407.229235
226.36,124,4408.696313
225.11,193,4410.88546
213.64,149,4412.496897
258.48,127,4413.793142
180.7,115,4415.165905
275.61,107,4416.489134
289.46,80,4417.528143
286.15,92,4418.71484
257.9,105,4420.020524
182.55,81,4421.161151
296.05,97,4422.322191
192.04,136,4423.860715
231.6,110,4425.211545
267.37,75,4426.226991
229.1,101,4427.760914
235.52,125,4429.025866
176.8,246,4437.56503
259.78,118,4438.811931
207.03,131,4440.425856
230.89,125,4441.977428
126.0,268,4445.171959
280.0,104,4446.503294
207.45,120,4447.976779
229.03,136,4449.667851
210.91,144,4451.464509
279.87,99,4452.775466
219.94,128,4454.398521
213.02,98,4455.703614
110.51,236,4458.446431
177.05,106,4459.772436
266.14,104,4461.126725
243.32,106,4468.732095
284.15,136,4470.399876
297.96,96,4471.693774
211.66,127,4473.270928
285.46,115,4474.758321
237.25,112,4476.213776
223.04,220,4478.819458
194.46,146,4480.656814
249.96,106,4482.044607
208.26,174,4484.172795
230.3,112,4485.630645
225.61,98,4486.947602
281.16,106,4488.556877
220.08,226,4491.214141
253.84,60,4492.089252
209.97,170,4493.853475
261.15,108,4501.456089
263.71,85,4502.589483
230.05,122,4504.13752
198.19,187,4506.249104
239.92,124,4507.726728
214.77,112,4508.977903
264.95,139,4510.672566
182.8,121,4512.248055
152.57,225,4514.95359
238.77,85,4516.119045
224.34,169,4518.193011
242.59,119,4519.45983
271.06,124,4520.84882
199.56,130,4522.317813
200.37,132,4523.820066
217.6,132,4530.609076
253.24,124,4532.059411
191.13,129,4533.554054
146.0,113,4534.914759
190.63,114,4536.304823
231.61,93,4537.483102
284.25,136,4539.073829
273.51,177,4541.081256
265.33,118,4542.518625
256.19,107,4543.788595
189.63,106,4544.907954
174.95,108,4546.216479
244.74,132,4547.744818
244.93,98,4548.988511
248.43,109,4550.306151
317.43,88,4551.405141
256.87,83,4552.455899
219.79,204,4560.830793
47.64,311,4563.95211
232.26,85,4565.010658
252.19,124,4566.370573
245.61,131,4567.904888
238.79,146,4569.580931
285.79,90,4570.714082
189.85,252,4573.113281
225.72,103,4574.213642
215.88,136,4575.734759
268.06,83,4576.787466
248.45,121,4578.194936
249.24,108,4579.245845
226.62,85,4580.191042
223.89,99,4581.291224
193.26,142,4589.032403
248.4,158,4590.925347
166.82,104,4592.287811
259.11,140,4593.676802
233.75,128,4594.983874
203.98,133,4596.218101
272.35,99,4597.164504
189.98,167,4598.908843
207.49,179,4600.830027
254.5,98,4602.283054
240.52,136,4603.83902
270.72,119,4605.303803
141.56,132,4606.966436
204.61,86,4608.124242
183.74,148,4609.927773
271.89,105,4611.310532
170.05,125,4619.405193
246.63,129,4621.051215
260.87,100,4622.376481
272.31,97,4623.700246
290.22,92,4624.854323
211.14,103,4626.049234
249.03,100,4627.201681
263.8,87,4628.394809
281.68,94,4629.668685
258.13,128,4631.109169
176.02,101,4632.131914
225.46,125,4633.631465
230.08,126,4635.157092
194.76,84,4636.257719
192.87,111,4637.70498
178.12,247,4640.565177
298.14,121,4641.699918
235.61,157,4643.491737
166.02,158,4651.934613
246.6,93,4653.207864
243.94,102,4654.540882
242.22,137,4656.046866
255.31,83,4657.070804
272.44,151,4658.918648
235.25,177,4660.919572
270.26,108,4662.204136
191.8,75,4663.16317
262.12,112,4664.470431
209.4,126,4665.953342
258.31,103,4667.188302
242.06,101,4668.41484
249.78,124,4669.874073
223.35,110,4671.190306
141.67,155,4672.893612
244.49,84,4673.884868
258.43,75,4674.874505
261.78,96,4681.421919
218.36,114,4682.834114
203.27,188,4684.997492
236.75,118,4686.42263
245.24,88,4687.544015
246.59,90,4688.709148
264.03,130,4690.244057
245.79,112,4691.63148
260.21,113,4693.012353
233.4,143,4694.703248
236.13,167,4696.717755
236.74,125,4698.070952
207.98,130,4699.272068
194.67,209,4701.204054
249.09,114,4702.56373
248.9,106,4703.872446
257.14,101,4710.785633
221.93,130,4712.606167
234.34,147,4714.398179
200.54,132,4715.970935
271.3,126,4717.429877
259.66,105,4718.768028
204.22,126,4720.313124
232.17,111,4721.737379
233.72,106,4723.105762
281.72,102,4724.393554
203.51,172,4726.350894
228.82,123,4727.857891
227.16,144,4729.341042
187.09,143,4730.827457
253.79,110,4732.230387
131.36,94,4733.470282
237.27,171,4741.716644
241.85,114,4742.864059
225.15,167,4744.672203
254.13,89,4745.898948
249.96,109,4747.298093
266.79,135,4749.001391
177.46,126,4750.604864
231.74,155,4752.489357
256.13,91,4753.716569
218.59,68,4754.68603
245.79,152,4756.58958
264.13,117,4758.00835
254.23,110,4759.445212
280.07,109,4760.869785
269.43,102,4762.477659
273.23,67,4763.435958
244.37,104,4764.792148
161.75,282,4774.651894
283.02,169,4776.71508
234.75,148,4778.562242
252.98,112,4780.00916
279.59,113,4781.41039
225.88,170,4783.089883
290.46,120,4784.467565
189.18,103,4785.634589
250.92,86,4786.731383
302.57,114,4788.137195
265.05,99,4789.489712
269.59,100,4790.800721
238.74,115,4792.205514
205.75,199,4794.476091
109.05,228,4796.921272
261.06,107,4803.893508
223.94,100,4805.113049
259.72,83,4806.158668
285.12,95,4807.330846
143.77,288,4810.222517
164.0,251,4812.714052
269.63,131,4814.237895
246.76,111,4815.581797
256.72,100,4816.818233
210.11,133,4818.394394
274.93,97,4819.609803
338.96,123,4820.858064
294.01,132,4822.62646
217.59,234,4825.12006
219.86,138,4832.748605
211.91,129,4834.280076
202.93,126,4835.486655
230.74,97,4836.616914
244.46,160,4838.476804
241.85,101,4839.586235
241.85,131,4840.81197
253.25,135,4842.274052
310.35,120,4843.635428
249.66,249,4846.026792
188.39,87,4847.000625
278.47,74,4847.754136
201.26,210,4849.582602
279.77,100,4850.659489
268.53,131,4851.921432
274.45,120,4853.100299
280.8,136,4860.584102
232.07,175,4862.288728
263.59,99,4863.583322
305.89,108,4864.980158
247.73,164,4866.825845
196.88,209,4868.871801
317.5,111,4870.299096
271.51,138,4871.822009
272.93,188,4873.817842
260.15,135,4875.17932
186.86,214,4877.220892
220.33,97,4878.331009
226.43,92,4879.424305
265.57,100,4880.738238
265.2,128,4888.870742
294.82,87,4890.048309
212.29,234,4892.576444
297.62,118,4894.098907
253.84,195,4896.465771
222.94,226,4899.03
265.36,139,4900.465039
259.39,84,4901.345927
236.86,155,4902.884789
217.22,204,4905.055173
226.91,180,4906.781714
245.91,130,4908.394602
282.01,132,4909.989856
200.01,142,4911.860135
219.43,97,4919.693137
242.88,156,4921.639399
302.09,149,4923.470276
248.4,91,4924.847387
225.83,121,4926.439806
243.59,144,4927.940925
326.09,110,4928.982858
94.84,361,4932.090333
269.42,96,4933.220458
244.89,112,4934.56264
249.96,107,4935.77691
277.07,117,4937.101762
284.44,128,4938.582627
243.39,121,4940.269514
279.47,130,4941.801211
223.33,152,4949.153769
281.27,119,4950.594204
241.64,165,4952.639796
267.2,87,4953.727528
238.87,85,4954.830843
297.81,112,4956.198235
312.23,107,4957.506372
280.76,113,4958.986709
206.09,172,4960.942414
243.26,162,4962.619967
255.87,119,4964.019137
227.08,98,4965.244221
260.11,136,4966.813749
231.11,161,4968.658254
164.25,187,4970.784416
220.44,107,4978.162198
244.08,221,4980.715065
227.26,193,4982.899492
277.49,113,4984.244331
236.31,107,4985.508303
203.82,104,4986.749776
249.67,164,4988.682948
238.99,125,4990.198955
264.66,101,4991.491923
281.8,81,4992.458633
234.5,89,4993.314113
269.21,102,4994.617935
253.03,112,4996.179076
259.86,112,4997.606918
172.14,213,5000.049479
316.0,98,5001.293468
223.71,103,5008.731214
266.11,104,5009.731408
268.88,84,5010.688327
279.74,110,5012.104513
311.18,98,5013.410749
213.59,149,5015.268858
236.86,96,5016.535694
257.58,136,5018.349173
279.17,108,5019.77299
265.76,94,5020.911746
235.1,116,5022.392328
251.68,98,5023.587764
204.43,97,5024.977901
173.46,130,5026.542042
321.1,100,5027.809858
246.0,166,5029.74173
190.51,109,5031.127827
274.68,87,5032.15774
281.2,127,5033.544853
269.99,112,5041.58305
241.6,112,5043.028067
229.64,146,5044.983057
262.58,100,5046.29382
336.48,92,5047.530647
218.6,103,5048.876079
288.35,98,5050.516142
267.45,123,5052.089066
258.02,99,5053.306746
261.55,174,5055.271816
232.79,112,5056.745618
262.0,130,5058.399737
239.73,69,5059.310883
278.99,168,5061.201967
275.03,98,5062.513693
265.93,139,5064.259819
253.08,145,5066.0982
208.04,120,5073.227825
